id,nome,nivel,sexo,tipos,movimentos,habilidade,natureza,cur_hp,stats,imagem,legendario,mitico,geracao,danos
420,cherubi,1,female,['grass'],"['energy-ball', 'leaf-storm']",chlorophyll,serious,45,"[45, 35, 45, 53, 62, 35]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/420.png,False,False,generation-iv,"{'recebe_dano_duplo': ['poison', 'ice', 'fire', 'bug', 'flying'], 'recebe_dano_metade': ['ground', 'water', 'grass', 'electric'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['ground', 'water', 'rock'], 'causa_dano_metade': ['steel', 'grass', 'poison', 'dragon', 'fire', 'bug', 'flying'], 'causa_dano_zero': []}"
421,cherrim,1,male,['grass'],"['spore', 'seed-flare']",flower-gift,docile,70,"[70, 60, 70, 78, 87, 85]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/421.png,False,False,generation-iv,"{'recebe_dano_duplo': ['poison', 'ice', 'fire', 'bug', 'flying'], 'recebe_dano_metade': ['ground', 'water', 'grass', 'electric'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['ground', 'water', 'rock'], 'causa_dano_metade': ['steel', 'grass', 'poison', 'dragon', 'fire', 'bug', 'flying'], 'causa_dano_zero': []}"
422,shellos,1,male,['water'],"['crabhammer', 'whirlpool']",storm-drain,bashful,76,"[76, 48, 48, 62, 57, 34]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/422.png,False,False,generation-iv,"{'recebe_dano_duplo': ['grass', 'electric'], 'recebe_dano_metade': ['fire', 'water', 'steel', 'ice'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['fire', 'ground', 'rock'], 'causa_dano_metade': ['grass', 'water', 'dragon'], 'causa_dano_zero': []}"
423,gastrodon,1,female,"['water', 'ground']","['octazooka', 'withdraw']",sticky-hold,docile,111,"[111, 83, 68, 82, 92, 39]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/423.png,False,False,generation-iv,"{'recebe_dano_duplo': ['grass', 'water', 'ice', 'electric'], 'recebe_dano_metade': ['water', 'steel', 'poison', 'rock', 'ice', 'fire'], 'recebe_dano_zero': ['electric'], 'causa_dano_duplo': ['steel', 'rock', 'poison', 'fire', 'ground', 'electric'], 'causa_dano_metade': ['grass', 'water', 'dragon', 'bug'], 'causa_dano_zero': ['flying']}"
424,ambipom,1,genderless,['normal'],"['glare', 'pound']",technician,serious,75,"[75, 100, 66, 66, 60, 115]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/424.png,False,False,generation-iv,"{'recebe_dano_duplo': ['fighting'], 'recebe_dano_metade': [], 'recebe_dano_zero': ['ghost'], 'causa_dano_duplo': [], 'causa_dano_metade': ['rock', 'steel'], 'causa_dano_zero': ['ghost']}"
425,drifloon,1,male,"['ghost', 'flying']","['sky-attack', 'nightmare']",aftermath,bashful,90,"[90, 50, 34, 44, 60, 70]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/425.png,False,False,generation-iv,"{'recebe_dano_duplo': ['ghost', 'dark', 'rock', 'ice', 'electric'], 'recebe_dano_metade': ['fighting', 'bug', 'poison', 'grass'], 'recebe_dano_zero': ['fighting', 'ground', 'normal'], 'causa_dano_duplo': ['ghost', 'psychic', 'grass', 'fighting', 'bug'], 'causa_dano_metade': ['rock', 'steel', 'dark', 'electric'], 'causa_dano_zero': ['normal']}"
426,drifblim,1,male,"['ghost', 'flying']","['curse', 'sky-attack']",aftermath,serious,150,"[150, 80, 44, 54, 90, 80]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/426.png,False,False,generation-iv,"{'recebe_dano_duplo': ['ghost', 'dark', 'rock', 'ice', 'electric'], 'recebe_dano_metade': ['fighting', 'bug', 'poison', 'grass'], 'recebe_dano_zero': ['fighting', 'ground', 'normal'], 'causa_dano_duplo': ['ghost', 'psychic', 'grass', 'fighting', 'bug'], 'causa_dano_metade': ['rock', 'steel', 'dark', 'electric'], 'causa_dano_zero': ['normal']}"
427,buneary,1,male,['normal'],"['rapid-spin', 'soft-boiled']",run-away,serious,55,"[55, 66, 44, 56, 44, 85]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/427.png,False,False,generation-iv,"{'recebe_dano_duplo': ['fighting'], 'recebe_dano_metade': [], 'recebe_dano_zero': ['ghost'], 'causa_dano_duplo': [], 'causa_dano_metade': ['rock', 'steel'], 'causa_dano_zero': ['ghost']}"
428,lopunny,1,genderless,['normal'],"['struggle', 'stockpile']",klutz,hardy,65,"[65, 76, 84, 96, 54, 105]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/428.png,False,False,generation-iv,"{'recebe_dano_duplo': ['fighting'], 'recebe_dano_metade': [], 'recebe_dano_zero': ['ghost'], 'causa_dano_duplo': [], 'causa_dano_metade': ['rock', 'steel'], 'causa_dano_zero': ['ghost']}"
429,mismagius,1,genderless,['ghost'],"['shadow-claw', 'nightmare']",levitate,quirky,60,"[60, 60, 60, 105, 105, 105]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/429.png,False,False,generation-iv,"{'recebe_dano_duplo': ['ghost', 'dark'], 'recebe_dano_metade': ['bug', 'poison'], 'recebe_dano_zero': ['fighting', 'normal'], 'causa_dano_duplo': ['ghost', 'psychic'], 'causa_dano_metade': ['dark'], 'causa_dano_zero': ['normal']}"
430,honchkrow,1,genderless,"['dark', 'flying']","['bite', 'memento']",super-luck,quirky,100,"[100, 125, 52, 52, 105, 71]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/430.png,False,False,generation-iv,"{'recebe_dano_duplo': ['fairy', 'rock', 'fighting', 'ice', 'bug', 'electric'], 'recebe_dano_metade': ['ghost', 'dark', 'grass', 'fighting', 'bug'], 'recebe_dano_zero': ['ground', 'psychic'], 'causa_dano_duplo': ['ghost', 'psychic', 'grass', 'fighting', 'bug'], 'causa_dano_metade': ['steel', 'dark', 'fairy', 'rock', 'fighting', 'electric'], 'causa_dano_zero': []}"
431,glameow,1,male,['normal'],"['vice-grip', 'encore']",own-tempo,bashful,49,"[49, 55, 42, 37, 42, 85]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/431.png,False,False,generation-iv,"{'recebe_dano_duplo': ['fighting'], 'recebe_dano_metade': [], 'recebe_dano_zero': ['ghost'], 'causa_dano_duplo': [], 'causa_dano_metade': ['rock', 'steel'], 'causa_dano_zero': ['ghost']}"
432,purugly,1,female,['normal'],"['howl', 'return']",own-tempo,hardy,71,"[71, 82, 64, 59, 64, 112]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/432.png,False,False,generation-iv,"{'recebe_dano_duplo': ['fighting'], 'recebe_dano_metade': [], 'recebe_dano_zero': ['ghost'], 'causa_dano_duplo': [], 'causa_dano_metade': ['rock', 'steel'], 'causa_dano_zero': ['ghost']}"
433,chingling,1,male,['psychic'],"['lunar-dance', 'gravity']",levitate,bashful,45,"[45, 30, 50, 50, 65, 45]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/433.png,False,False,generation-iv,"{'recebe_dano_duplo': ['ghost', 'bug', 'dark'], 'recebe_dano_metade': ['fighting', 'psychic'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['fighting', 'poison'], 'causa_dano_metade': ['steel', 'psychic'], 'causa_dano_zero': ['dark']}"
434,stunky,1,genderless,"['poison', 'dark']","['poison-sting', 'punishment']",keen-eye,hardy,63,"[63, 63, 47, 41, 41, 74]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/434.png,False,False,generation-iv,"{'recebe_dano_duplo': ['psychic', 'fairy', 'fighting', 'ground', 'bug'], 'recebe_dano_metade': ['ghost', 'dark', 'fairy', 'grass', 'poison', 'fighting', 'bug'], 'recebe_dano_zero': ['psychic'], 'causa_dano_duplo': ['fairy', 'grass', 'ghost', 'psychic'], 'causa_dano_metade': ['ghost', 'dark', 'fairy', 'rock', 'poison', 'fighting', 'ground'], 'causa_dano_zero': ['steel']}"
435,skuntank,1,male,"['poison', 'dark']","['payback', 'toxic']",keen-eye,serious,103,"[103, 93, 67, 61, 71, 84]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/435.png,False,False,generation-iv,"{'recebe_dano_duplo': ['psychic', 'fairy', 'fighting', 'ground', 'bug'], 'recebe_dano_metade': ['ghost', 'dark', 'fairy', 'grass', 'poison', 'fighting', 'bug'], 'recebe_dano_zero': ['psychic'], 'causa_dano_duplo': ['fairy', 'grass', 'ghost', 'psychic'], 'causa_dano_metade': ['ghost', 'dark', 'fairy', 'rock', 'poison', 'fighting', 'ground'], 'causa_dano_zero': ['steel']}"
436,bronzor,1,genderless,"['steel', 'psychic']","['mist-ball', 'metal-burst']",heatproof,serious,57,"[57, 24, 86, 86, 24, 23]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/436.png,False,False,generation-iv,"{'recebe_dano_duplo': ['ghost', 'dark', 'fighting', 'fire', 'ground', 'bug'], 'recebe_dano_metade': ['steel', 'psychic', 'fairy', 'grass', 'rock', 'dragon', 'fighting', 'ice', 'bug', 'flying', 'normal'], 'recebe_dano_zero': ['poison'], 'causa_dano_duplo': ['fairy', 'rock', 'poison', 'fighting', 'ice'], 'causa_dano_metade': ['water', 'steel', 'psychic', 'fire', 'electric'], 'causa_dano_zero': ['dark']}"
437,bronzong,1,male,"['steel', 'psychic']","['agility', 'iron-defense']",levitate,hardy,67,"[67, 89, 116, 116, 79, 33]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/437.png,False,False,generation-iv,"{'recebe_dano_duplo': ['ghost', 'dark', 'fighting', 'fire', 'ground', 'bug'], 'recebe_dano_metade': ['steel', 'psychic', 'fairy', 'grass', 'rock', 'dragon', 'fighting', 'ice', 'bug', 'flying', 'normal'], 'recebe_dano_zero': ['poison'], 'causa_dano_duplo': ['fairy', 'rock', 'poison', 'fighting', 'ice'], 'causa_dano_metade': ['water', 'steel', 'psychic', 'fire', 'electric'], 'causa_dano_zero': ['dark']}"
438,bonsly,1,female,['rock'],"['rock-throw', 'rollout']",sturdy,serious,50,"[50, 80, 95, 45, 10, 10]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/438.png,False,False,generation-iv,"{'recebe_dano_duplo': ['water', 'steel', 'grass', 'fighting', 'ground'], 'recebe_dano_metade': ['fire', 'poison', 'flying', 'normal'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['fire', 'bug', 'flying', 'ice'], 'causa_dano_metade': ['fighting', 'steel', 'ground'], 'causa_dano_zero': []}"
439,mime-jr,1,genderless,"['psychic', 'fairy']","['mirror-coat', 'meditate']",soundproof,bashful,20,"[20, 25, 45, 90, 70, 60]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/439.png,False,False,generation-iv,"{'recebe_dano_duplo': ['ghost', 'steel', 'dark', 'poison', 'bug'], 'recebe_dano_metade': ['fighting', 'bug', 'dark', 'psychic'], 'recebe_dano_zero': ['dragon'], 'causa_dano_duplo': ['fighting', 'poison', 'dragon', 'dark'], 'causa_dano_metade': ['fire', 'steel', 'psychic', 'poison'], 'causa_dano_zero': ['dark']}"
440,happiny,1,male,['normal'],"['double-edge', 'mean-look']",natural-cure,serious,100,"[100, 5, 5, 65, 15, 30]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/440.png,False,False,generation-iv,"{'recebe_dano_duplo': ['fighting'], 'recebe_dano_metade': [], 'recebe_dano_zero': ['ghost'], 'causa_dano_duplo': [], 'causa_dano_metade': ['rock', 'steel'], 'causa_dano_zero': ['ghost']}"
441,chatot,1,genderless,"['normal', 'flying']","['psych-up', 'judgment']",keen-eye,bashful,76,"[76, 65, 45, 42, 92, 91]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/441.png,False,False,generation-iv,"{'recebe_dano_duplo': ['fighting', 'rock', 'ice', 'electric'], 'recebe_dano_metade': ['fighting', 'bug', 'grass'], 'recebe_dano_zero': ['ghost', 'ground'], 'causa_dano_duplo': ['fighting', 'bug', 'grass'], 'causa_dano_metade': ['rock', 'steel', 'electric'], 'causa_dano_zero': ['ghost']}"
442,spiritomb,1,genderless,"['ghost', 'dark']","['snatch', 'shadow-punch']",pressure,bashful,50,"[50, 92, 108, 108, 92, 35]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/442.png,False,False,generation-iv,"{'recebe_dano_duplo': ['ghost', 'dark', 'fairy', 'fighting', 'bug'], 'recebe_dano_metade': ['ghost', 'bug', 'poison', 'dark'], 'recebe_dano_zero': ['fighting', 'psychic', 'normal'], 'causa_dano_duplo': ['ghost', 'psychic'], 'causa_dano_metade': ['fairy', 'fighting', 'dark'], 'causa_dano_zero': ['normal']}"
443,gible,1,genderless,"['dragon', 'ground']","['bone-club', 'dragon-rush']",rough-skin,docile,58,"[58, 70, 45, 45, 40, 42]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/443.png,False,False,generation-iv,"{'recebe_dano_duplo': ['water', 'fairy', 'grass', 'dragon', 'ice'], 'recebe_dano_metade': ['water', 'grass', 'poison', 'rock', 'fire', 'electric'], 'recebe_dano_zero': ['electric'], 'causa_dano_duplo': ['steel', 'rock', 'poison', 'dragon', 'fire', 'electric'], 'causa_dano_metade': ['grass', 'bug', 'steel'], 'causa_dano_zero': ['fairy', 'flying']}"
444,gabite,1,male,"['dragon', 'ground']","['bone-club', 'bone-rush']",sand-veil,quirky,68,"[68, 90, 65, 55, 50, 82]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/444.png,False,False,generation-iv,"{'recebe_dano_duplo': ['water', 'fairy', 'grass', 'dragon', 'ice'], 'recebe_dano_metade': ['water', 'grass', 'poison', 'rock', 'fire', 'electric'], 'recebe_dano_zero': ['electric'], 'causa_dano_duplo': ['steel', 'rock', 'poison', 'dragon', 'fire', 'electric'], 'causa_dano_metade': ['grass', 'bug', 'steel'], 'causa_dano_zero': ['fairy', 'flying']}"
445,garchomp,1,female,"['dragon', 'ground']","['dragon-rush', 'dragon-rush']",sand-veil,docile,108,"[108, 130, 95, 85, 80, 102]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/445.png,False,False,generation-iv,"{'recebe_dano_duplo': ['water', 'fairy', 'grass', 'dragon', 'ice'], 'recebe_dano_metade': ['water', 'grass', 'poison', 'rock', 'fire', 'electric'], 'recebe_dano_zero': ['electric'], 'causa_dano_duplo': ['steel', 'rock', 'poison', 'dragon', 'fire', 'electric'], 'causa_dano_metade': ['grass', 'bug', 'steel'], 'causa_dano_zero': ['fairy', 'flying']}"
446,munchlax,1,female,['normal'],"['double-hit', 'helping-hand']",gluttony,serious,135,"[135, 85, 40, 85, 40, 5]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/446.png,False,False,generation-iv,"{'recebe_dano_duplo': ['fighting'], 'recebe_dano_metade': [], 'recebe_dano_zero': ['ghost'], 'causa_dano_duplo': [], 'causa_dano_metade': ['rock', 'steel'], 'causa_dano_zero': ['ghost']}"
447,riolu,1,male,['fighting'],"['mach-punch', 'detect']",inner-focus,quirky,40,"[40, 70, 40, 40, 35, 60]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/447.png,False,False,generation-iv,"{'recebe_dano_duplo': ['fairy', 'psychic', 'flying'], 'recebe_dano_metade': ['bug', 'rock', 'dark'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['steel', 'dark', 'rock', 'ice', 'normal'], 'causa_dano_metade': ['psychic', 'fairy', 'poison', 'bug', 'flying'], 'causa_dano_zero': ['ghost']}"
448,lucario,1,male,"['fighting', 'steel']","['bullet-punch', 'vacuum-wave']",inner-focus,quirky,70,"[70, 110, 70, 70, 115, 90]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/448.png,False,False,generation-iv,"{'recebe_dano_duplo': ['psychic', 'fairy', 'fighting', 'fire', 'ground', 'flying'], 'recebe_dano_metade': ['steel', 'dark', 'psychic', 'fairy', 'grass', 'rock', 'dragon', 'ice', 'bug', 'flying', 'normal'], 'recebe_dano_zero': ['poison'], 'causa_dano_duplo': ['steel', 'dark', 'fairy', 'rock', 'ice', 'normal'], 'causa_dano_metade': ['water', 'steel', 'psychic', 'fairy', 'poison', 'fire', 'bug', 'flying', 'electric'], 'causa_dano_zero': ['ghost']}"
449,hippopotas,1,genderless,['ground'],"['mud-sport', 'bone-club']",sand-stream,serious,68,"[68, 72, 78, 42, 38, 32]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/449.png,False,False,generation-iv,"{'recebe_dano_duplo': ['grass', 'water', 'ice'], 'recebe_dano_metade': ['rock', 'poison'], 'recebe_dano_zero': ['electric'], 'causa_dano_duplo': ['steel', 'rock', 'poison', 'fire', 'electric'], 'causa_dano_metade': ['grass', 'bug'], 'causa_dano_zero': ['flying']}"
450,hippowdon,1,genderless,['ground'],"['magnitude', 'mud-bomb']",sand-stream,quirky,108,"[108, 112, 118, 72, 68, 47]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/450.png,False,False,generation-iv,"{'recebe_dano_duplo': ['grass', 'water', 'ice'], 'recebe_dano_metade': ['rock', 'poison'], 'recebe_dano_zero': ['electric'], 'causa_dano_duplo': ['steel', 'rock', 'poison', 'fire', 'electric'], 'causa_dano_metade': ['grass', 'bug'], 'causa_dano_zero': ['flying']}"
451,skorupi,1,female,"['poison', 'bug']","['u-turn', 'twineedle']",sniper,docile,40,"[40, 50, 90, 55, 30, 65]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/451.png,False,False,generation-iv,"{'recebe_dano_duplo': ['psychic', 'rock', 'fire', 'ground', 'flying'], 'recebe_dano_metade': ['fairy', 'grass', 'poison', 'fighting', 'ground', 'bug'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['fairy', 'grass', 'dark', 'psychic'], 'causa_dano_metade': ['ghost', 'steel', 'fairy', 'rock', 'poison', 'fighting', 'fire', 'ground', 'flying'], 'causa_dano_zero': ['steel']}"
452,drapion,1,genderless,"['poison', 'dark']","['poison-sting', 'dark-void']",keen-eye,serious,70,"[70, 90, 110, 75, 60, 95]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/452.png,False,False,generation-iv,"{'recebe_dano_duplo': ['psychic', 'fairy', 'fighting', 'ground', 'bug'], 'recebe_dano_metade': ['ghost', 'dark', 'fairy', 'grass', 'poison', 'fighting', 'bug'], 'recebe_dano_zero': ['psychic'], 'causa_dano_duplo': ['fairy', 'grass', 'ghost', 'psychic'], 'causa_dano_metade': ['ghost', 'dark', 'fairy', 'rock', 'poison', 'fighting', 'ground'], 'causa_dano_zero': ['steel']}"
453,croagunk,1,genderless,"['poison', 'fighting']","['cross-poison', 'sludge-bomb']",anticipation,serious,48,"[48, 61, 40, 40, 61, 50]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/453.png,False,False,generation-iv,"{'recebe_dano_duplo': ['fairy', 'ground', 'psychic', 'flying'], 'recebe_dano_metade': ['dark', 'fairy', 'grass', 'poison', 'rock', 'fighting', 'bug'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['steel', 'dark', 'fairy', 'grass', 'rock', 'ice', 'normal'], 'causa_dano_metade': ['ghost', 'psychic', 'fairy', 'rock', 'poison', 'ground', 'bug', 'flying'], 'causa_dano_zero': ['ghost', 'steel']}"
454,toxicroak,1,genderless,"['poison', 'fighting']","['vital-throw', 'sky-uppercut']",anticipation,bashful,83,"[83, 106, 65, 65, 86, 85]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/454.png,False,False,generation-iv,"{'recebe_dano_duplo': ['fairy', 'ground', 'psychic', 'flying'], 'recebe_dano_metade': ['dark', 'fairy', 'grass', 'poison', 'rock', 'fighting', 'bug'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['steel', 'dark', 'fairy', 'grass', 'rock', 'ice', 'normal'], 'causa_dano_metade': ['ghost', 'psychic', 'fairy', 'rock', 'poison', 'ground', 'bug', 'flying'], 'causa_dano_zero': ['ghost', 'steel']}"
455,carnivine,1,female,['grass'],"['leaf-storm', 'mega-drain']",levitate,hardy,74,"[74, 100, 72, 72, 90, 46]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/455.png,False,False,generation-iv,"{'recebe_dano_duplo': ['poison', 'ice', 'fire', 'bug', 'flying'], 'recebe_dano_metade': ['ground', 'water', 'grass', 'electric'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['ground', 'water', 'rock'], 'causa_dano_metade': ['steel', 'grass', 'poison', 'dragon', 'fire', 'bug', 'flying'], 'causa_dano_zero': []}"
456,finneon,1,female,['water'],"['aqua-jet', 'muddy-water']",storm-drain,serious,49,"[49, 49, 56, 61, 49, 66]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/456.png,False,False,generation-iv,"{'recebe_dano_duplo': ['grass', 'electric'], 'recebe_dano_metade': ['fire', 'water', 'steel', 'ice'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['fire', 'ground', 'rock'], 'causa_dano_metade': ['grass', 'water', 'dragon'], 'causa_dano_zero': []}"
457,lumineon,1,female,['water'],"['water-gun', 'bubble-beam']",swift-swim,serious,69,"[69, 69, 76, 86, 69, 91]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/457.png,False,False,generation-iv,"{'recebe_dano_duplo': ['grass', 'electric'], 'recebe_dano_metade': ['fire', 'water', 'steel', 'ice'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['fire', 'ground', 'rock'], 'causa_dano_metade': ['grass', 'water', 'dragon'], 'causa_dano_zero': []}"
458,mantyke,1,male,"['water', 'flying']","['aqua-ring', 'brave-bird']",water-veil,hardy,45,"[45, 20, 50, 120, 60, 50]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/458.png,False,False,generation-iv,"{'recebe_dano_duplo': ['grass', 'rock', 'ice', 'electric'], 'recebe_dano_metade': ['water', 'steel', 'grass', 'fighting', 'ice', 'fire', 'bug'], 'recebe_dano_zero': ['ground'], 'causa_dano_duplo': ['grass', 'rock', 'fighting', 'fire', 'ground', 'bug'], 'causa_dano_metade': ['water', 'steel', 'grass', 'rock', 'dragon', 'electric'], 'causa_dano_zero': []}"
459,snover,1,female,"['grass', 'ice']","['ice-ball', 'seed-bomb']",soundproof,bashful,60,"[60, 62, 50, 60, 62, 40]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/459.png,False,False,generation-iv,"{'recebe_dano_duplo': ['steel', 'poison', 'rock', 'fighting', 'ice', 'fire', 'bug', 'flying'], 'recebe_dano_metade': ['water', 'grass', 'ice', 'ground', 'electric'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['water', 'grass', 'rock', 'dragon', 'ground', 'flying'], 'causa_dano_metade': ['water', 'steel', 'grass', 'poison', 'dragon', 'ice', 'fire', 'bug', 'flying'], 'causa_dano_zero': []}"
460,abomasnow,1,genderless,"['grass', 'ice']","['wood-hammer', 'ingrain']",snow-warning,hardy,90,"[90, 92, 75, 85, 92, 60]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/460.png,False,False,generation-iv,"{'recebe_dano_duplo': ['steel', 'poison', 'rock', 'fighting', 'ice', 'fire', 'bug', 'flying'], 'recebe_dano_metade': ['water', 'grass', 'ice', 'ground', 'electric'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['water', 'grass', 'rock', 'dragon', 'ground', 'flying'], 'causa_dano_metade': ['water', 'steel', 'grass', 'poison', 'dragon', 'ice', 'fire', 'bug', 'flying'], 'causa_dano_zero': []}"
461,weavile,1,genderless,"['dark', 'ice']","['thief', 'assurance']",pressure,quirky,70,"[70, 120, 65, 85, 45, 125]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/461.png,False,False,generation-iv,"{'recebe_dano_duplo': ['steel', 'fairy', 'rock', 'fighting', 'fire', 'bug'], 'recebe_dano_metade': ['ghost', 'dark', 'ice'], 'recebe_dano_zero': ['psychic'], 'causa_dano_duplo': ['ghost', 'psychic', 'grass', 'dragon', 'ground', 'flying'], 'causa_dano_metade': ['water', 'steel', 'dark', 'fairy', 'fighting', 'ice', 'fire'], 'causa_dano_zero': []}"
462,magnezone,1,genderless,"['electric', 'steel']","['gyro-ball', 'thunder-shock']",magnet-pull,bashful,70,"[70, 70, 115, 90, 130, 60]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/462.png,False,False,generation-iv,"{'recebe_dano_duplo': ['fire', 'ground', 'fighting'], 'recebe_dano_metade': ['steel', 'psychic', 'fairy', 'grass', 'rock', 'dragon', 'electric', 'ice', 'bug', 'flying', 'normal'], 'recebe_dano_zero': ['poison'], 'causa_dano_duplo': ['water', 'fairy', 'rock', 'ice', 'flying'], 'causa_dano_metade': ['water', 'steel', 'grass', 'dragon', 'fire', 'electric'], 'causa_dano_zero': ['ground']}"
463,lickilicky,1,female,['normal'],"['lucky-chant', 'fake-out']",own-tempo,hardy,110,"[110, 85, 95, 95, 80, 50]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/463.png,False,False,generation-iv,"{'recebe_dano_duplo': ['fighting'], 'recebe_dano_metade': [], 'recebe_dano_zero': ['ghost'], 'causa_dano_duplo': [], 'causa_dano_metade': ['rock', 'steel'], 'causa_dano_zero': ['ghost']}"
464,rhyperior,1,female,"['ground', 'rock']","['earth-power', 'sand-tomb']",solid-rock,docile,115,"[115, 140, 130, 55, 55, 40]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/464.png,False,False,generation-iv,"{'recebe_dano_duplo': ['water', 'steel', 'grass', 'fighting', 'ice', 'ground'], 'recebe_dano_metade': ['rock', 'poison', 'fire', 'flying', 'normal'], 'recebe_dano_zero': ['electric'], 'causa_dano_duplo': ['steel', 'rock', 'poison', 'ice', 'fire', 'bug', 'flying', 'electric'], 'causa_dano_metade': ['steel', 'grass', 'fighting', 'ground', 'bug'], 'causa_dano_zero': ['flying']}"
465,tangrowth,1,male,['grass'],"['vine-whip', 'vine-whip']",chlorophyll,quirky,100,"[100, 100, 125, 50, 110, 50]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/465.png,False,False,generation-iv,"{'recebe_dano_duplo': ['poison', 'ice', 'fire', 'bug', 'flying'], 'recebe_dano_metade': ['ground', 'water', 'grass', 'electric'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['ground', 'water', 'rock'], 'causa_dano_metade': ['steel', 'grass', 'poison', 'dragon', 'fire', 'bug', 'flying'], 'causa_dano_zero': []}"
